Sample Name,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Principal_Moment_I1,Principal_Moment_I2,Principal_Moment_I3,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity,LEAE Minimal Value,LEAE Maximal Value,LEAE Average Value,Surface exposed atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Shape_Gyradius,Shape_Asphericity,Shape_Relative_Gyradius,Shape_Waist_Variance,Shape_Geometric_Asphericity
3h_R_Me_R_bp4,79,163.0,620.66182,-0.231096,-0.142933,0.088162,5590.0404,7665.2846,10777.987,14.722,8.561,9.205,13.835,16.754,0.4210182439563754,0.9785071837402174,1.480822,7.165196,5.586464,14.89,14.66,8.21,9.53,11.822500000000002,2.9902623212688217,537.83381,0.4805,-3.6191,-7e-05,-0.34431,79,-13.42261,164.58651,78.98859,825.7509,0.01584664,13.08538,23.15067,79.18634,514.0,95.57,8.51785,16.51635,11.5747,1.67172,8.315068002502565,0.09921500747271059,1.3441442981089833,75.93516731981018,0.07807047185974043
1g_R_bp4,69,143.0,544.56565,-0.235262,-0.147183,0.088078,3559.9304,6003.3161,7807.067,14.131,8.265,8.714,12.631,16.507,0.4360932051146571,0.9986085904416213,1.376765,5.894434,5.890039,23.89,20.89,14.4,7.85,16.7575,6.18165582590943,462.63338,0.5076,-4.27794,-6e-05,-0.37714,69,-7.16327,161.93208,81.34121,946.86507,0.00416139,3.94028,24.65698,81.39031,448.69,96.99,8.58323,16.46198,11.64375,1.74917,7.546846969057056,0.12429793834502363,1.287098075444148,58.39997059432655,0.0896701029063078
4a_R_bp4,57,137.0,532.47036,-0.232234,-0.160586,0.071649,3917.7086,5924.0386,8142.2556,13.849,8.125,8.795,12.622,16.212,0.4308379175635812,0.9976615384615385,1.256671,5.803838,6.013702,12.79,14.31,5.82,14.22,11.785,3.4962873165688197,412.06636,0.5355,-3.82859,-0.0001,-0.47721,57,-10.61071,161.21837,81.8258,1026.96301,0.00801782,8.23401,25.82198,81.96859,393.76,95.56,8.58769,16.76858,11.73024,1.9998,7.765728972816844,0.11475446946815031,1.3286255578989334,69.24991976301231,0.08262923255941425
5b_R_bp2,57,145.0,568.45128,-0.234753,-0.146185,0.088569,3829.6394,6927.815,8758.809,15.098,8.749,8.354,12.762,17.08,0.4471672426432087,0.9761115556063549,1.236852,5.930224,7.798454,17.24,14.64,12.95,7.45,13.07,3.5865233862335257,422.20128,0.5299,-3.90914,-5e-05,-0.45162,57,-9.96819,168.24829,83.89798,1142.09685,0.00620632,7.08822,28.12309,84.0687,403.47,95.56,8.67565,17.48768,11.98409,2.77705,7.829566098795711,0.13362252050681953,1.3343136030352096,71.04892393491488,0.10890738999157028
1h_R_bp2,49,123.0,480.39565,-0.235649,-0.152267,0.083382,2815.7549,4645.7177,5372.7785,12.812,7.606,9.346,11.506,14.803,0.41517318749123544,0.9731133315803314,1.477642,7.111297,6.590662,17.64,14.97,7.71,7.78,12.025,4.382935660034265,376.14363,0.5429,-4.00938,-0.0002,-0.52886,49,-4.06418,170.91051,85.02476,1306.42896,0.0009778,1.27742,29.92975,85.05739,363.94,96.76,8.71537,17.04113,11.73566,2.32546,6.906719059139331,0.08920968243169873,1.231002892904237,65.4970240390699,0.05162715564996374
3a_R_Me_R_bp5,57,127.0,488.45918,-0.232768,-0.144394,0.088374,2741.0197,5831.2923,7218.5639,14.249,8.324,8.567,12.774,15.98,0.428177165670802,0.9598750600672754,1.353674,6.049341,5.464963,13.44,16.1,14.19,6.57,12.575,3.600072915928232,401.32475,0.5291,-4.27592,-7e-05,-0.41945,57,-3.38248,153.03239,84.4382,1074.90255,0.00089117,0.95792,26.33721,84.44731,389.05,96.94,8.59955,16.49262,11.74005,1.92509,7.597592885922391,0.1683458940930126,1.3123583686809208,90.23721627519802,0.08429047677645898
2b_S_bp2,65,159.0,620.52599,-0.235651,-0.1567,0.078951,3812.0001,10773.144,12042.254,17.837,10.118,10.384,11.951,20.042,0.47294522972367087,0.9904131251235423,1.332407,7.383997,7.829143,16.19,15.07,5.45,12.58,12.3225,4.177435666769747,477.32372,0.5047,-3.86963,-7e-05,-0.41989,65,-11.046,173.61079,82.58973,1167.56533,0.00772415,9.01845,28.22252,82.73191,457.8,95.91,8.63378,17.42432,11.8948,2.69981,8.75327952044925,0.2137189497864194,1.3444811380272546,142.28980647786744,0.1235535273644056
1e_S_bp5,51,143.0,568.34872,-0.240453,-0.153232,0.087222,4479.0343,5953.2634,8870.2706,13.594,7.997,8.67,11.957,15.448,0.4282189882189882,0.9658621983243717,1.403387,5.681298,1.522404,16.2,23.58,7.32,6.25,13.3375,7.063031838382154,411.55122,0.5134,-4.5602,-8e-05,-0.48623,51,12.08613,160.09089,88.40151,830.16712,0.0,0.0,24.04299,88.40151,411.55,100.0,9.38034,17.50252,12.59522,2.63779,7.787277800252728,0.11165661107502657,1.3851656608358889,74.49247559673483,0.07545516063306815
2c_R_Me_R_bp4,71,175.0,681.48829,-0.233659,-0.143996,0.089663,6245.8101,10534.348,14371.861,17.782,10.091,9.062,14.272,19.477,0.4549531662423209,0.965067882271331,1.324951,6.473449,6.118449,13.67,14.75,4.71,6.63,9.940000000000001,4.340449285500292,528.71734,0.4877,-3.57151,-2e-05,-0.3654,71,-12.18106,152.19282,78.84075,901.61293,0.01248032,11.25242,24.83056,78.99748,506.01,95.71,8.59955,16.69926,11.61454,1.7653,9.034434110807204,0.13904850456829002,1.3817979575341752,119.18998954184482,0.1223070605797066
6d_S_bp1,63,145.0,560.52359,-0.230968,-0.150053,0.080915,3413.8048,7901.1608,9314.7945,15.192,8.796,9.098,12.246,16.769,0.4399811088080182,0.9532173715325147,1.579718,6.25758,3.565069,18.19,17.97,5.96,14.65,14.192499999999999,4.955624960587715,444.56826,0.5206,-4.09283,-2e-05,-0.42238,63,8.20548,142.2576,78.95406,771.34327,0.0,0.0,21.67127,78.95406,443.49,99.76,8.51266,16.55014,11.64469,1.80277,8.106570541774754,0.1770506121896372,1.3697520528993334,103.13165127195077,0.08679234079835477
1g_R_bp1,69,143.0,544.56565,-0.231456,-0.143184,0.088273,3600.3724,5922.1232,8057.979,14.073,8.237,8.229,12.573,16.417,0.4410919154195438,0.9965400024280685,1.291459,5.371256,3.700251,15.48,14.81,13.63,7.42,12.835,3.195735439613236,460.71949,0.51,-4.15348,-0.00019,-0.3574,69,7.80912,156.64087,79.69908,730.79842,0.0,0.0,21.40129,79.69908,459.7,99.78,8.58663,16.52411,11.60653,1.72476,7.592372806405795,0.13199927999440286,1.3242546630782455,24.5178973055797,0.10164247531385907
5a_R_Me_S_bp1,63,145.0,560.52359,-0.22907,-0.143563,0.085507,4542.1103,7291.3851,10298.641,15.336,8.868,9.188,15.088,17.043,0.41247368038916715,0.9609269282814613,1.412734,6.76346,4.033055,18.11,16.63,15.17,5.27,13.794999999999998,5.030474629694498,442.80091,0.523,-4.0039,-4e-05,-0.42091,63,5.00586,146.37563,78.49905,887.44634,0.0,0.0,23.69561,78.49905,437.57,98.82,8.49089,16.52356,11.65121,1.88373,8.39656870962548,0.13827575953153115,1.3119668312061312,113.73016833259155,0.08325966671483954
6a_S_bp5,57,137.0,532.47036,-0.234618,-0.154905,0.079712,3212.7777,7357.6116,8640.2183,14.864,8.632,9.037,11.984,16.884,0.4454293628808864,0.9779888785912882,1.445965,6.518793,6.446937,11.29,15.52,6.15,14.8,11.940000000000001,3.7061637848319657,412.48363,0.5348,-3.77028,-7e-05,-0.48013,57,-8.83696,164.55662,83.96115,1085.30614,0.00552622,5.99764,26.91956,84.06452,391.49,94.91,8.57213,16.73153,11.74483,2.0323,8.026185679228224,0.17353864685171086,1.3659327096597653,61.14799006496422,0.09235784157047149
4i_R_bp2,59,149.0,582.48935,-0.235456,-0.168263,0.067193,3688.3316,7018.4394,7537.3524,14.051,8.225,10.291,10.792,16.276,0.43566476618753186,0.9894224924012158,1.614139,7.985516,8.462225,15.77,14.67,5.6,5.55,10.397499999999999,4.838188581483777,444.89633,0.5212,-4.06048,-0.00021,-0.49181,59,-26.10226,172.96194,84.31884,1524.43665,0.02951291,44.99056,34.18052,84.88871,421.25,94.69,8.81961,16.9827,11.80908,2.10064,7.478312025390341,0.10935482191189304,1.2775809505688158,63.96686591769067,0.06787213262902632
6f_S_bp2,75,161.0,616.63006,-0.232538,-0.151928,0.08061,5063.3574,6913.6869,8324.742,14.204,8.302,11.215,12.721,16.221,0.4039395373160346,0.9769332690917851,1.932529,8.714183,7.545695,15.67,14.73,4.88,10.95,11.557500000000001,4.240739174955234,509.06024,0.4961,-4.10106,-0.00013,-0.37327,75,-11.24971,149.12039,82.7106,853.53769,0.01039749,8.87465,23.3583,82.84521,491.57,96.57,8.56877,16.46678,11.61479,1.67391,7.667260600977576,0.056226887911489117,1.2063169151900441,42.96659470093458,0.0359329666778022
4e_S_bp2,63,169.0,668.46637,-0.231404,-0.165161,0.066243,5002.7641,7711.2548,9492.6062,14.025,8.212,9.632,12.583,15.688,0.41389863599187404,0.9551875304432539,1.59303,6.793812,8.185166,15.34,16.98,8.42,7.59,12.0825,4.128960977049795,476.69585,0.5061,-4.05993,-0.00019,-0.43352,63,-9.34735,172.10868,82.65223,1406.63683,0.00448622,6.31048,32.21619,82.7581,458.76,96.24,8.61663,17.04783,12.31879,2.87327,7.701703764544569,0.08782273420477245,1.2937528045527114,46.18025536668789,0.05533213596956413
1f_R_bp5,63,135.0,516.51241,-0.234441,-0.144349,0.090092,2945.4981,5719.2028,7218.0353,13.523,7.961,8.242,12.031,15.666,0.43590528395336536,0.9839216178872001,1.421338,5.803173,5.039332,13.23,15.11,10.27,5.46,11.0175,3.6430850593967747,432.39145,0.5172,-4.28057,-7e-05,-0.39509,63,3.45984,160.65755,83.15507,915.72336,0.0,0.0,23.69238,83.15507,428.84,99.18,8.66178,16.55004,11.68826,1.79991,7.409847011269856,0.15079653591926948,1.331472904139296,86.1510774440396,0.09024851329051232
5g_S_bp5,81,169.0,644.6833,-0.231219,-0.139613,0.091606,6527.4961,7097.5756,11044.604,14.559,8.479,10.041,14.679,16.509,0.4004220330349996,0.9735228210873925,1.760262,7.122544,3.72049,9.27,16.04,14.16,6.35,11.455,3.8462481719202675,538.45703,0.4891,-3.51375,-5e-05,-0.33246,81,6.01042,150.22775,75.70229,653.31984,0.0,0.0,20.05268,75.70229,536.56,99.65,8.583,16.22421,11.52206,1.50765,8.26599554681522,0.08445081592252476,1.2789424717052738,51.92263294223211,0.056632331179788865
3a_R_Me_S_bp2,57,127.0,488.45918,-0.233156,-0.146932,0.086224,2974.4511,4709.8683,5748.2302,13.235,7.818,9.442,11.136,15.616,0.4314527269713212,0.9987209004860579,1.499507,7.00779,8.09373,16.21,15.54,12.58,7.68,13.0025,3.36282898018915,400.43807,0.5302,-4.21829,-0.00018,-0.42847,57,-11.79878,160.6689,89.99038,1275.81183,0.0077219,9.85169,30.14897,90.1905,382.42,95.5,8.55192,16.65907,11.78442,2.0345,7.007297592347498,0.091956321730384,1.2360901155466322,32.305343126343324,0.0668002890263438
3j_S_bp4,89,183.0,696.758,-0.23272,-0.139226,0.093493,6414.4506,9681.3241,13310.845,14.853,8.627,9.581,15.263,16.092,0.39310142661715847,0.9326532977860205,1.608558,7.424142,4.340061,13.16,13.2,14.36,6.79,11.8775,2.9765447670075447,593.58732,0.4701,-3.64284,-6e-05,-0.31766,89,-8.42013,157.63433,74.44495,717.0085,0.00718598,5.15241,21.0638,74.49884,577.68,97.32,8.52919,16.46994,11.46803,1.5763,8.680967523856499,0.11441391853163564,1.3582147837233225,68.75715054584546,0.0645576127677467
3h_S_bp5,73,155.0,592.60859,-0.226741,-0.148117,0.078624,4619.5298,7856.7475,10408.194,15.113,8.757,9.281,13.055,16.978,0.4318563361652338,0.9693959118419552,1.519317,6.671581,5.123487,15.67,17.53,11.47,5.21,12.47,4.731574790701295,506.21711,0.4899,-4.33411,-5e-05,-0.37765,73,-4.85081,168.68092,79.00975,887.55098,0.00190022,1.68654,23.3399,79.03649,488.21,96.44,8.39054,16.69848,11.57512,1.81936,8.30373013177228,0.1319183500416373,1.358754759007344,67.01950482603606,0.08156493068283326
1e_R_bp1,51,143.0,568.34872,-0.235419,-0.161095,0.074324,3677.2914,5935.1624,8231.7195,13.556,7.978,8.123,12.523,15.564,0.4298260149130074,0.9754324392078215,1.181292,4.949529,5.133364,18.02,15.21,7.61,5.88,11.680000000000001,5.071030467271913,400.86545,0.5279,-4.24516,-0.0001,-0.46248,51,11.35382,176.94942,83.33671,1312.04803,0.0,0.0,30.84349,83.33671,400.87,100.0,8.76336,17.52544,12.55272,3.68496,7.4873354875215234,0.1335293816077678,1.3369008078922209,88.61301640794314,0.09028787028153305
2e_S_bp5,71,183.0,720.54107,-0.234772,-0.152334,0.082438,7354.5502,11719.503,15711.934,17.75,10.075,8.787,15.252,19.606,0.4492152594798946,0.9730024813895783,1.42272,6.788082,1.164059,10.81,12.86,5.97,7.59,9.307500000000001,2.6910255944527917,540.84926,0.4763,-3.94881,-4e-05,-0.38156,71,7.57701,154.92038,80.05964,681.95251,0.0,0.0,21.65712,80.05964,540.31,99.9,9.48132,17.37923,12.2066,2.40644,9.284509161173117,0.11959609403640485,1.400212831605257,72.47826386219978,0.12805862184234365
1j_R_bp4,65,151.0,584.54506,-0.233874,-0.144989,0.088885,3699.7897,7451.6547,9435.2368,14.86,8.63,8.426,12.633,17.12,0.44841404960842346,0.9918887601390498,1.365424,5.564298,5.936651,18.24,14.79,6.06,5.25,11.085,5.572676645921598,467.08588,0.5095,-3.52963,-0.00011,-0.43398,65,-11.4236,162.71307,78.63025,1028.87603,0.00927503,9.54286,26.55844,78.7817,446.68,95.63,8.59226,16.68004,11.61168,1.93398,7.929960486433676,0.1608527210067125,1.351079893033388,65.33649123801393,0.10828813906325463
3b_S_bp2,69,151.0,580.54657,-0.234895,-0.15131,0.083585,3657.0481,7797.2986,8800.4055,14.873,8.636,10.226,11.836,16.766,0.43180179252086115,0.9707040296433533,1.435303,7.278741,7.940038,16.09,15.07,4.99,9.14,11.3225,4.517650799918028,475.63562,0.4994,-4.32606,-9e-05,-0.35667,69,-11.33063,173.24653,85.12669,1126.40556,0.0084061,9.46867,27.06744,85.27683,456.0,95.87,8.6043,17.38911,11.90894,2.51545,7.892803066735401,0.14708586011717809,1.2973936735840206,83.14259535914655,0.06625504368215188
2b_R_bp4,65,159.0,620.52599,-0.234875,-0.155519,0.079356,5324.8385,9890.8572,13381.795,17.849,10.125,9.02,14.582,19.622,0.45396076253933,0.9689876543209877,1.134345,6.049175,6.36412,14.32,14.68,6.26,14.97,12.5575,3.6431468197150667,479.23106,0.5024,-3.71545,-4e-05,-0.41624,65,-10.73982,169.47773,79.7537,1030.39517,0.00904686,9.32184,25.98213,79.88165,458.16,95.6,8.65624,17.46769,11.88789,2.69388,9.071327587188991,0.16043896680725583,1.3762662534099985,144.4467159119688,0.12425285192141769
5d_S_bp2,63,145.0,560.52359,-0.230525,-0.147058,0.083466,3629.062,6812.9481,8245.9624,14.536,8.468,9.622,11.519,16.885,0.44403828959133235,0.9969886632026453,1.533207,7.201642,7.630254,15.74,15.24,14.45,7.77,13.3,3.225701474098309,443.27215,0.5219,-4.15317,-4e-05,-0.43242,63,-13.53686,163.22945,84.50446,1002.25142,0.01256763,12.59592,25.87483,84.74503,424.55,95.78,8.49275,16.59172,11.68315,1.89213,7.715600145302859,0.13131305617623198,1.3029564253959844,84.48051498252967,0.08341316604877605
1c_R_bp3,45,127.0,501.2427,-0.235683,-0.153293,0.08239,3317.9976,4371.164,5322.9798,12.41,7.405,9.42,11.164,14.796,0.4182023742227247,0.9990546927751518,1.732628,7.336008,6.958792,15.15,14.36,7.35,11.86,12.18,3.041570318108724,365.91098,0.5474,-3.75377,-9e-05,-0.50269,45,2.7374,173.54032,86.04116,1363.71313,0.0,0.0,30.70951,86.04116,360.49,98.52,8.7885,17.19345,11.77527,2.24046,6.808260570328867,0.05162562674754869,1.222695730845389,70.20312423500822,0.05220341896329773
1a_R_Me_S_bp3,51,119.0,460.40594,-0.235923,-0.148757,0.087165,2551.8091,4302.7617,5514.5087,12.897,7.648,8.723,10.7,15.241,0.43967805215785827,0.9964042887029289,1.418701,6.25533,7.073559,18.89,17.42,14.7,7.02,14.5075,4.576807702973766,368.29538,0.5461,-4.5159,-0.00013,-0.49032,51,-0.22928,161.33994,90.29477,1349.48429,3.6e-06,0.00485,29.93859,90.29481,359.57,97.63,8.68177,16.69543,11.83212,2.162,6.926024948607717,0.12006569936789056,1.2815933889062923,79.98022458502007,0.07923678977411458
5a_R_Me_R_bp2,63,145.0,560.52359,-0.231356,-0.145613,0.085744,3750.9914,6745.4989,8680.872,15.039,8.719,8.828,12.017,17.137,0.4511874045600548,0.9827388461979586,1.305184,5.681125,7.239602,16.31,15.56,14.76,7.72,13.587499999999999,3.4316568520176953,442.78023,0.5228,-4.23508,-5e-05,-0.43205,63,-10.62688,148.55536,84.68712,1016.26289,0.00786257,7.99044,26.23494,84.85684,424.15,95.79,8.60597,16.60229,11.69404,1.89697,7.81597398597081,0.13716993262607297,1.3327211471972917,74.21653630365927,0.10215096260030082
2i_R_bp5,67,163.0,634.56406,-0.237982,-0.161489,0.076493,5245.8313,10623.711,14099.999,17.809,10.104,8.557,13.798,19.43,0.46499940169917436,0.9615003958828188,1.415984,6.065335,6.278927,11.19,15.13,6.58,5.5,9.6,3.8418550206898754,502.5057,0.4948,-3.79595,-1e-05,-0.44091,67,-18.62661,174.31552,78.55106,1176.39113,0.02440393,28.70857,27.53199,78.72824,487.94,97.1,8.82719,17.21124,11.72782,1.9094,9.183092966280766,0.17601015125202832,1.4490145103287269,108.5155982396195,0.13835656854245101
2c_S_bp3,65,167.0,653.43506,-0.235063,-0.150529,0.084534,4143.2444,11359.385,13111.367,17.785,10.093,9.308,12.009,20.003,0.4840997095837367,0.9909343109085504,1.471444,6.831902,6.543446,16.73,15.12,6.46,14.49,13.200000000000001,3.9761476330740035,495.04687,0.5004,-3.79451,-0.00032,-0.40608,65,-0.76928,167.75379,81.21427,1014.41956,3.857e-05,0.03913,25.39182,81.21494,486.03,98.18,8.76297,16.9515,11.63518,1.88049,8.842497262963322,0.21308561394643094,1.4072655638661653,110.72441927073419,0.14706008600144846
4a_R_Me_R_bp1,63,145.0,560.52359,-0.230343,-0.151612,0.078731,4097.6627,6363.4191,9077.4355,14.135,8.267,8.298,13.467,16.327,0.4286201827155309,0.9874803435345351,1.262317,5.625489,3.603454,15.86,15.12,5.86,11.73,12.142499999999998,3.947317918536585,443.54603,0.522,-3.92316,-0.00019,-0.4196,63,2.85,144.73627,79.08377,809.37796,0.0,0.0,22.47834,79.08377,439.39,99.06,8.5566,16.52794,11.64744,1.81412,7.889255763781914,0.13350753713232283,1.3436094589034981,63.06279690892345,0.09613520072460224
2g_R_bp2,89,183.0,696.758,-0.231723,-0.149012,0.082711,4571.3662,12356.35,13373.482,17.68,10.04,10.155,11.712,20.011,0.477840393524046,0.9965637450199204,1.716077,6.925367,6.191827,11.65,15.77,14.81,10.06,13.072500000000002,2.312686478967696,591.22372,0.4724,-3.98259,-9e-05,-0.3266,89,-3.36869,159.65371,78.49208,733.17828,0.00112768,0.82679,21.49778,78.50108,580.73,98.23,8.64763,16.23526,11.51448,1.54525,8.812010110241802,0.19737116300150773,1.3735220533118488,69.7433498661857,0.13144151820996725
6i_R_bp1,59,149.0,582.48935,-0.233652,-0.166696,0.066956,3841.9438,8104.6035,9629.8369,14.997,8.698,9.583,12.349,16.721,0.4325925542648694,0.9611979765463324,1.603846,7.129403,6.8016,19.64,18.71,6.24,4.32,12.227500000000001,6.988323743931731,447.1733,0.5184,-3.90979,-9e-05,-0.5013,59,-9.10551,164.27052,81.37487,1346.04524,0.00495243,6.66619,31.8277,81.41235,440.25,98.45,8.58927,17.21811,11.82556,2.0537,8.13265376068733,0.15589749871188807,1.348096617714258,99.81864616520525,0.07416748762139488
3i_S_bp5,71,155.0,594.58464,-0.239309,-0.154862,0.084447,5972.0914,7397.3942,11153.633,15.1,8.75,8.666,14.21,16.978,0.4260049179505194,0.9701714285714287,1.422112,6.320378,0.825053,13.44,21.86,7.49,11.35,13.535,5.259061228013988,510.49363,0.4803,-3.96617,-6e-05,-0.40623,71,-7.60872,158.03443,84.80453,702.57548,0.00627973,4.41198,20.56056,84.8332,503.22,98.57,9.43518,16.8919,11.80573,1.32775,8.581587859100297,0.10007221490042979,1.3966528346288294,77.72966844484378,0.09507486376481414
2e_R_Me_S_bp3,77,191.0,748.59431,-0.236397,-0.151411,0.084986,5086.8653,12776.713,14461.078,17.759,10.08,9.4,11.905,20.056,0.48490123546335917,0.9948412698412699,1.542937,6.740839,7.22481,20.56,16.3,10.3,8.09,13.8125,4.919376866026834,563.57817,0.4755,-3.79264,-0.0002,-0.36059,77,0.85586,159.87644,80.71211,1107.59711,0.0,0.0,27.61778,80.71211,555.97,98.65,8.77562,17.39849,12.16275,2.82821,8.780711100188213,0.18813459044712777,1.3956710651657016,74.77503116260284,0.1472834797026875
6i_S_bp2,59,149.0,582.48935,-0.237617,-0.16698,0.070637,4512.0975,6155.1291,7997.1144,13.953,8.176,9.889,12.78,16.197,0.4167395667164102,0.990521037181996,1.51945,7.139792,10.418646,18.36,15.82,6.06,7.7,11.985000000000001,5.215714236804007,446.11122,0.5196,-3.98837,-5e-05,-0.501,59,-10.90521,172.13212,88.00584,1601.05643,0.00513937,8.22842,35.15785,88.24448,417.23,93.53,8.7592,17.24048,11.87161,2.08862,7.563933403553232,0.07462370216398488,1.2397354027460636,77.67793277680111,0.05714307737923977
5g_S_bp3,81,169.0,644.6833,-0.231718,-0.14388,0.087838,4747.1694,8651.8662,9968.0903,15.11,8.755,10.522,11.21,16.907,0.4375630839307436,0.9655625356938892,1.959639,8.480375,5.963172,13.89,11.87,14.42,5.45,11.4075,3.5687419001659393,535.752,0.492,-3.86966,-0.00015,-0.34468,81,-1.46835,153.6328,79.2941,744.41114,0.00021922,0.16319,21.14949,79.29606,527.15,98.39,8.65889,16.18376,11.57181,1.54912,8.044803122307103,0.1124177680883947,1.330084330777035,64.08650927169873,0.07056118278828087
5j_S_bp3,77,177.0,684.66271,-0.228254,-0.141594,0.086661,5535.7468,9819.3236,11375.669,15.012,8.706,11.448,12.096,16.198,0.40757888380051327,0.9302779692166323,1.984364,9.04222,6.445175,16.76,13.72,13.24,4.47,12.047500000000001,4.578358739766905,542.84317,0.4902,-3.59267,-4e-05,-0.3781,77,-8.69257,155.93729,75.52106,863.0821,0.00654375,5.6478,24.17183,75.62436,523.7,96.47,8.53741,16.57764,11.50786,1.73862,8.349360912905821,0.10698336916174951,1.3273828876740172,86.91861426483928,0.03687741327330638
2e_R_Me_S_bp2,77,191.0,748.59431,-0.235787,-0.153923,0.081864,4955.6314,12733.455,13877.299,17.74,10.07,10.296,12.099,20.06,0.47250029442939584,0.9960278053624627,1.476034,7.143573,8.039154,15.83,14.89,10.34,5.82,11.72,3.9892167150958344,562.18256,0.4766,-3.84785,-7e-05,-0.36085,77,-8.74424,162.01782,81.59889,1178.82481,0.00541089,6.37849,28.80959,81.6664,544.9,96.93,8.67431,17.36933,12.16345,2.89886,8.677109114141901,0.18640529271179154,1.3306974465475547,85.91289637208891,0.12367498766415425
1g_R_bp3,69,143.0,544.56565,-0.231113,-0.149409,0.081703,3676.0997,5925.8198,6749.7293,12.873,7.636,9.431,10.871,14.929,0.42374613266725325,0.9775405971712938,1.847432,7.868827,6.434151,18.49,18.3,14.93,7.84,14.89,4.309646157168823,462.98576,0.5073,-4.50497,-0.0003,-0.37033,69,2.72831,161.42361,82.80219,954.88071,0.0,0.0,24.68542,82.80219,457.42,98.8,8.50676,16.47749,11.64554,1.74096,7.3222071987395605,0.08062217720157887,1.3222389281495177,31.51596902607804,0.05670843954297656
