Sample Name,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Principal_Moment_I1,Principal_Moment_I2,Principal_Moment_I3,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity,LEAE Minimal Value,LEAE Maximal Value,LEAE Average Value,Surface exposed atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Shape_Gyradius,Shape_Asphericity,Shape_Relative_Gyradius,Shape_Waist_Variance,Shape_Geometric_Asphericity
3a_S_bp2,69,143.0,544.56565,-0.233968,-0.148358,0.085609,3380.577,7378.1328,8247.8654,14.766,8.583,10.047,11.587,16.851,0.43785890606729894,0.9816497728067108,1.457838,7.380719,7.512841,15.88,15.31,5.5,5.72,10.6025,4.9971710747181755,465.08278,0.5035,-4.31182,-6e-05,-0.37617,69,-11.06013,170.41304,86.67248,1060.55082,0.00840226,8.91102,26.06986,86.81522,447.91,96.31,8.56097,16.73186,11.69629,1.8736,7.894288639256642,0.15096964072152802,1.3123687590373516,66.7558691677727,0.07355743550545621
4a_R_Me_R_bp2,63,145.0,560.52359,-0.232191,-0.152512,0.079679,3599.314,6388.3943,7620.2402,13.743,8.072,8.728,11.329,16.041,0.4443736495096681,0.993619920713578,1.452746,6.507431,6.507464,16.42,16.14,5.8,13.49,12.9625,4.290410091121827,444.72212,0.5203,-4.25529,-0.0001,-0.43426,63,-6.63312,155.55959,83.44311,934.70991,0.00338431,3.16335,24.46788,83.50195,430.71,96.85,8.56057,16.59533,11.68408,1.81321,7.489337155316645,0.11384775880213308,1.3364458773362624,44.41851528347397,0.08926087803628663
1a_R_Me_R_bp1,51,119.0,460.40594,-0.231816,-0.145506,0.08631,2077.7522,5687.2007,6340.9594,13.515,7.957,9.371,11.27,15.801,0.43359310685472807,0.9928993339198191,1.399612,6.658661,4.522988,18.94,17.6,15.3,7.45,14.822500000000002,4.451125559900552,367.34485,0.5478,-4.29239,-5e-05,-0.47135,51,6.93927,150.17686,84.14472,1129.44564,0.0,0.0,28.4826,84.14472,365.74,99.56,8.54895,16.67003,11.78007,2.16946,7.396357551626552,0.2057423985363586,1.297698092871633,72.0902057790877,0.07048551343607555
3e_R_bp5,75,175.0,680.56165,-0.238909,-0.153316,0.085593,5912.9426,8574.7695,11798.965,14.548,8.474,9.06,14.984,15.752,0.3958186752437431,0.9294312013216899,1.36276,5.86379,5.013537,19.33,17.89,9.11,7.19,13.379999999999999,5.2983865468649975,528.46419,0.4819,-4.18087,-7e-05,-0.34066,75,-1.26982,170.93082,79.79539,962.7032,0.00012887,0.12406,24.53552,79.79638,521.93,98.76,8.76342,17.42343,12.22132,2.90979,8.30463575858298,0.10521787989913269,1.3414586139386495,72.1760888727293,0.07252767728032278
6a_S_bp1,57,137.0,532.47036,-0.2311,-0.154644,0.076457,3035.3652,7797.362,9051.7669,15.198,8.799,9.415,11.981,16.676,0.43801218743433484,0.9476076826912149,1.547618,6.852046,4.218212,18.4,17.98,6.15,14.99,14.379999999999999,4.930147056630258,412.14771,0.5353,-4.04419,-4e-05,-0.47481,57,6.79477,146.69225,80.26329,944.0788,0.0,0.0,24.84165,80.26329,409.81,99.43,8.52773,16.71251,11.70353,2.04271,8.165762379952975,0.1989092317880181,1.3766246957451542,113.02619182848669,0.07971134427950519
2g_S_bp4,89,183.0,696.758,-0.235666,-0.141159,0.094507,6503.427,11138.768,14820.763,17.659,10.029,9.584,15.389,19.29,0.4358041705261731,0.9617110379898295,1.611169,6.740684,3.970284,17.33,13.18,14.66,7.75,13.23,3.4959905606279884,591.38381,0.4723,-3.63472,-2e-05,-0.31982,89,-2.57816,156.07003,75.56323,621.61984,0.00085163,0.52939,19.38145,75.56643,584.04,98.76,8.66491,16.34855,11.5014,1.50858,9.120938059532316,0.13499440974222948,1.3395644296130385,98.73548989934302,0.10211662222611327
3c_R_bp1,69,159.0,613.45564,-0.231886,-0.145315,0.086571,5192.5769,7542.9121,11188.699,15.295,8.847,7.929,14.643,17.303,0.43393103448275866,0.9779021137108626,1.253541,5.22167,3.796455,18.18,15.11,6.7,13.88,13.467500000000001,4.2093549090092175,490.20234,0.4991,-3.95019,-5e-05,-0.34626,69,5.01489,161.37655,78.95866,771.38189,0.0,0.0,21.62352,78.95866,487.47,99.44,8.62302,16.84161,11.62227,1.72891,8.34477898906829,0.13099864329055713,1.3762968656132908,73.80788349171553,0.12140632534422682
2b_R_Me_S_bp5,71,167.0,648.57922,-0.23546,-0.14595,0.08951,5601.3594,10072.227,14110.922,17.831,10.116,8.545,15.173,19.401,0.44994086133722955,0.958926453143535,1.198536,5.862675,6.032529,10.53,15.3,5.97,14.23,11.5075,3.6542603560775473,511.11873,0.4919,-3.80315,-1e-05,-0.37531,71,-7.4507,157.98858,79.65022,972.95165,0.00498447,4.84965,25.62994,79.71206,491.21,96.1,8.61782,17.49177,11.84944,2.41864,9.055249914649242,0.1637515117469754,1.3856444456720913,79.55727940996402,0.13217308144713485
3h_R_Me_S_bp4,79,163.0,620.66182,-0.234798,-0.140798,0.094001,5865.1799,7435.0012,11199.722,14.559,8.479,8.816,14.72,16.767,0.4160236210703918,0.9887368793489799,1.376905,6.544432,4.315015,21.26,16.62,9.0,6.5,13.345,5.897158213919651,537.49646,0.4806,-3.86796,-0.00023,-0.33806,79,-7.32188,158.95345,77.40368,795.91598,0.00478744,3.8104,22.38168,77.44911,523.89,97.47,8.59019,16.49794,11.54209,1.65022,8.395398844807096,0.10481636966506847,1.3482910733511013,96.25896824472792,0.08884452051273657
5h_R_bp5,61,149.0,580.5133,-0.230873,-0.148993,0.08188,4601.3045,7504.0406,10406.749,15.659,9.029,8.612,14.228,17.878,0.43906871653814034,0.9900321187285414,1.411272,6.438435,4.806248,12.84,15.51,4.96,4.19,9.375,4.899512730874367,453.82559,0.5161,-3.72982,-0.00011,-0.45623,61,-5.55065,165.62328,77.53192,948.73698,0.00233755,2.21772,23.97587,77.56639,434.69,95.78,8.55924,16.84304,11.60629,1.94679,8.321247906190896,0.13605863909460866,1.3333784599961893,95.24007732192582,0.10962356632997722
4d_R_bp1,63,145.0,560.52359,-0.229089,-0.151512,0.077577,4052.2208,6299.7717,8901.5521,14.363,8.382,7.728,13.339,16.723,0.4425244773749669,0.9975542829873538,1.328189,5.165858,3.332013,14.82,12.48,6.04,12.14,11.370000000000001,3.245627828325361,441.42172,0.5253,-4.00939,-0.00013,-0.42101,63,5.27477,153.23622,78.24828,734.70455,0.0,0.0,20.98889,78.24828,438.83,99.41,8.56816,16.62658,11.62633,1.79976,7.831511749036647,0.13054304167927988,1.3592457689518294,35.89468773795272,0.11970084632137355
4d_R_bp5,63,145.0,560.52359,-0.232902,-0.149175,0.083727,3820.6028,6583.4183,8714.3681,14.076,8.238,8.492,11.714,16.451,0.4487819516054232,0.99848264141782,1.542985,5.901237,4.431769,6.36,14.96,5.2,13.2,9.93,4.216384707305537,442.48773,0.524,-3.85459,-0.00016,-0.42603,63,0.00441,153.93368,79.66905,824.90969,0.0,0.0,22.07933,79.66905,436.72,98.7,8.64902,16.50594,11.64189,1.7511,7.803968286457537,0.13490965570857463,1.3781618951227974,27.99975419154641,0.10017988914456397
5f_R_bp5,75,161.0,616.63006,-0.232501,-0.141515,0.090986,5036.7318,8138.5804,11231.272,15.688,9.044,8.773,14.3,17.913,0.43705167618211094,0.9903250773993808,1.510943,6.297528,4.883718,12.61,14.19,14.61,5.78,11.7975,3.5533320630079026,509.83799,0.4955,-3.73909,-5e-05,-0.36263,75,-2.42984,152.4051,78.32563,750.34497,0.0006693,0.50221,20.72929,78.32882,498.44,97.76,8.53631,16.46274,11.61251,1.64905,8.406740538760866,0.13216860038835637,1.3356645232823048,25.651263401537495,0.10554087147597352
3i_R_Me_R_bp3,77,163.0,622.63788,-0.232282,-0.157084,0.075197,4338.2548,8310.9727,10030.175,15.022,8.711,9.494,12.944,16.804,0.4282146679578002,0.9645276087705199,1.628866,6.805962,8.804546,21.2,21.69,6.64,7.12,14.1625,7.286536814564242,532.56892,0.4804,-4.69046,-0.00012,-0.37608,77,-17.43401,165.71657,85.41847,1331.92898,0.01791074,23.85584,30.25113,85.57521,513.35,96.39,8.4644,16.93753,11.77627,1.71921,8.064624989489063,0.13564158498589157,1.3179369079296233,17.067648942385325,0.07428670736499306
5d_R_bp2,63,145.0,560.52359,-0.230759,-0.147565,0.083194,3879.1109,6897.9763,8672.5872,15.097,8.749,9.307,12.307,16.973,0.4398631663513618,0.9699965710366898,1.41661,5.786992,6.609577,17.28,16.53,14.53,7.12,13.865,4.021868346925345,443.5384,0.5216,-4.26806,-4e-05,-0.42936,63,-8.52511,158.05653,82.87583,907.06318,0.00565652,5.13082,24.04341,82.9688,428.0,96.5,8.5312,16.52542,11.67272,1.8398,7.871275015377412,0.12782701492896567,1.3124783730573943,83.82562934879017,0.08508649698357963
6g_R_bp3,81,169.0,644.6833,-0.229858,-0.148327,0.081532,5480.7493,7522.4028,9222.7725,14.608,8.504,10.977,13.089,16.046,0.40002991623454326,0.9434383819379116,2.066371,8.284326,6.58154,17.21,17.81,13.4,5.53,13.487499999999999,4.895673472567385,539.52789,0.4876,-4.32458,-0.00013,-0.34885,81,-0.96034,149.22023,79.79852,816.51226,0.00010222,0.08346,22.42132,79.79922,530.51,98.33,8.46167,16.31501,11.57602,1.56121,7.845894956824933,0.061340192414335346,1.235978057378085,38.33113933995472,0.03540854004035451
2b_R_Me_R_bp4,71,167.0,648.57922,-0.234676,-0.147474,0.087203,5899.4555,9901.9911,13684.076,17.843,10.122,9.085,14.742,19.599,0.4513194860221987,0.9681387077652638,1.246882,6.335657,6.490975,14.71,14.86,6.1,14.59,12.565000000000001,3.733794986337627,511.21141,0.4915,-3.70379,-3e-05,-0.37779,71,-12.28271,155.8912,79.65901,957.8948,0.01240593,11.88358,25.78237,79.82584,488.7,95.6,8.62546,17.38548,11.84897,2.46316,9.009683748685706,0.14202249732130076,1.3592261075783447,146.0276512815927,0.12144739547421672
2h_R_bp2,69,163.0,632.58801,-0.234581,-0.150104,0.084477,3854.7695,11113.382,12698.707,17.808,10.104,9.548,12.51,20.072,0.4764300973178258,0.9932699920823437,1.323073,7.277651,6.143179,16.05,15.34,6.79,11.79,12.4925,3.6666086169647287,508.44226,0.494,-3.58856,-7e-05,-0.41841,69,-6.71953,165.33872,78.86772,957.99433,0.00362883,3.4764,25.42585,78.93776,492.87,96.94,8.68105,16.8986,11.57317,1.91846,8.83701677999587,0.22263919050228578,1.3740613846536753,125.44098500311618,0.13581736677696582
5b_S_bp4,57,145.0,568.45128,-0.233196,-0.141321,0.091874,4795.6317,6983.4707,10110.009,15.281,8.841,8.263,14.334,17.489,0.43628698298657886,0.9890849451419524,1.080096,5.302676,6.099298,13.16,14.74,14.7,7.71,12.577499999999999,2.8815479780840016,422.91375,0.529,-3.71662,-6e-05,-0.44498,57,-9.75747,164.51968,79.8915,1075.60695,0.00640205,6.88609,27.21,80.00455,404.01,95.53,8.64428,17.46564,11.97304,2.77961,8.291905030413986,0.12301608563195474,1.353686778121734,122.17651802547785,0.1138102237153764
2e_R_bp5,71,183.0,720.54107,-0.237941,-0.153681,0.08426,6058.7088,11850.351,15431.926,17.675,10.037,8.754,14.03,19.248,0.45793681004948616,0.9588522466872571,1.432149,6.436278,4.76978,12.03,14.62,7.26,6.47,10.094999999999999,3.3688907670032875,530.81201,0.4858,-3.80655,-4e-05,-0.38536,71,2.80022,169.49708,77.58634,991.39469,0.0,0.0,25.21448,77.58634,526.7,99.23,8.79637,17.46385,12.19131,3.04083,9.089633561682797,0.16161023155844959,1.419984745678635,94.21886518037334,0.12825952935010207
5j_S_bp5,77,177.0,684.66271,-0.22761,-0.140949,0.086661,6494.8062,9326.7099,13039.791,15.219,8.81,10.124,15.83,17.048,0.3964466768987489,0.9675368898978433,1.700712,7.795246,5.53017,10.77,17.55,10.64,4.68,10.91,4.555079582180755,543.12506,0.4899,-3.65422,-8e-05,-0.37938,77,-13.94956,153.12045,73.6831,805.44146,0.01280728,10.31552,24.17101,74.00382,515.2,94.86,8.33294,16.51654,11.52031,1.77422,8.675732263034675,0.10802496968951518,1.2914905208129983,51.71509414154143,0.06367979622399587
4h_S_bp3,61,149.0,580.5133,-0.226641,-0.157101,0.06954,3693.6446,7004.2289,7925.2305,14.123,8.261,10.254,10.341,16.297,0.4417488886479454,0.9863817939716742,1.772116,7.927065,6.096317,12.39,9.31,5.24,4.83,7.942500000000001,3.1081133747017664,453.12336,0.5175,-3.95704,-0.00022,-0.45422,61,-2.86303,159.47327,79.31641,1108.73903,0.00058072,0.64386,27.32297,79.33116,441.13,97.35,8.65449,16.67903,11.60374,2.12881,7.568436012277159,0.11837373024170375,1.3125188494986024,92.16623369890225,0.07536468786766655
4e_R_bp3,63,169.0,668.46637,-0.231783,-0.160692,0.071091,4471.661,8766.8919,9243.4106,14.098,8.249,10.695,12.328,15.867,0.40799691437387503,0.9617529397502728,1.916756,8.249385,7.210644,18.49,19.48,4.92,4.2,11.7725,7.225473600394648,479.44237,0.5032,-4.48619,-0.00016,-0.44259,63,-1.57582,163.80764,82.38439,1396.6936,0.00014532,0.20297,32.05604,82.38705,466.45,97.29,8.48309,17.15782,12.33859,2.86057,7.749303875111756,0.11367761495252354,1.2609383604604978,80.70694880001804,0.040473679927668635
6d_R_bp5,63,145.0,560.52359,-0.233334,-0.149592,0.083743,3471.4469,7739.8749,9103.8621,15.192,8.796,8.982,12.364,17.107,0.4448807635295035,0.972430650295589,1.613748,6.459073,4.962944,11.13,14.56,5.68,14.08,11.3625,3.5338956903111898,444.05143,0.5214,-3.7705,-5e-05,-0.42376,63,-0.4131,147.99879,81.02266,856.00926,1.515e-05,0.01297,22.39725,81.02277,435.24,98.01,8.62664,16.49423,11.66514,1.74838,8.044514124579386,0.16728582005341514,1.351714883092454,57.774958835656925,0.09497404655313718
1j_S_bp2,65,151.0,584.54506,-0.229276,-0.146178,0.083098,4093.8731,6954.3299,7780.0102,13.06,7.73,10.3,11.03,15.073,0.4140592808285032,0.9749676584734799,1.804489,7.518056,7.247723,12.65,15.13,6.56,5.16,9.875,4.139326636060509,464.70612,0.5121,-3.74845,-0.00015,-0.4277,65,-10.87974,167.67953,80.63736,1153.92929,0.00718699,8.29327,28.53446,80.78075,445.25,95.81,8.47381,16.65878,11.58489,2.01429,7.583712112420683,0.0893409406067944,1.3191624200219603,62.13772659366983,0.04358787420567894
3h_R_Me_R_bp5,79,163.0,620.66182,-0.231204,-0.142277,0.088927,5032.8005,8115.0818,11220.74,15.129,8.764,8.703,12.874,17.338,0.4455351406912502,0.9891602008215428,1.486703,6.604587,4.404106,12.83,15.7,12.71,9.39,12.6575,2.2341595175814994,536.72607,0.4815,-3.85439,-0.00015,-0.33747,79,-3.83058,161.88425,78.04989,822.99212,0.00125085,1.02944,22.28785,78.06163,521.42,97.15,8.56639,16.44968,11.54769,1.63608,8.372875181365385,0.1322873601727278,1.3964799326056634,38.77011218882536,0.10320067414696178
3e_R_Me_S_bp3,81,183.0,708.61489,-0.23713,-0.149536,0.087594,4919.29,9841.2349,11017.149,15.05,8.725,9.969,12.364,16.464,0.42436270845683943,0.9434957020057306,1.513969,6.913442,7.180025,17.3,14.53,9.89,13.45,13.7925,2.6548669929019044,557.34339,0.4758,-4.17034,-7e-05,-0.30894,81,-4.39222,160.32422,83.48761,1014.68728,0.00168701,1.71178,26.04831,83.50547,545.6,97.89,8.74497,17.56123,12.19379,2.7474,8.059396066026256,0.12950749772606562,1.3247718573140501,70.21243099507865,0.0618473844072361
4a_S_bp5,57,137.0,532.47036,-0.233475,-0.157335,0.07614,3576.9924,6094.0542,8514.9393,14.238,8.319,7.295,13.015,16.462,0.44767758076797554,0.9894218055054693,1.145633,4.889545,5.628306,13.21,14.41,5.85,13.18,11.6625,3.3923249770621924,412.4219,0.5349,-3.7497,-0.0001,-0.4767,57,-4.16547,158.15818,82.12119,1100.756,0.00132918,1.4631,26.56576,82.13853,397.2,96.31,8.59673,16.76062,11.72481,1.97795,7.8092185153557105,0.1493818660507678,1.4003742977869715,64.27165266920981,0.13030072400405499
6d_R_bp4,63,145.0,560.52359,-0.232322,-0.151087,0.081235,3676.0903,7656.3206,8605.255,14.855,8.627,9.654,12.045,16.932,0.43830084647045114,0.9813376608322706,1.61945,7.219274,6.186245,13.22,14.63,6.08,14.28,12.0525,3.4870859969321093,444.34871,0.521,-3.7164,-7e-05,-0.42387,63,-11.6114,147.52762,82.0116,912.12688,0.01084528,9.89227,24.5262,82.17788,424.42,95.52,8.56443,16.50657,11.69427,1.81354,7.969414509890257,0.14036957285278115,1.323242804977241,69.7945576976017,0.07864091992377568
5a_R_Me_R_bp4,63,145.0,560.52359,-0.230533,-0.141172,0.089361,4817.9641,6959.9742,9576.6824,14.615,8.507,9.397,15.181,16.569,0.4026782025421051,0.9738450687668978,1.358831,6.436101,6.562579,13.78,13.95,14.92,6.56,12.3025,3.3438329428965194,443.67405,0.5217,-3.84412,-1e-05,-0.42733,63,-16.26625,156.65233,81.74873,952.80099,0.01940497,18.48908,26.09542,82.12269,418.89,94.41,8.48961,16.51402,11.68303,1.91394,8.24774741054249,0.10430747076151829,1.2885283006815968,100.67301416561165,0.07316623756564637
4f_R_bp3,75,161.0,616.63006,-0.230706,-0.154294,0.076413,4043.5626,8101.3063,8360.6423,14.142,8.271,10.464,10.795,16.275,0.43360686311077956,0.9838592673195501,1.968094,9.842247,6.742742,13.24,13.15,4.99,5.59,9.2425,3.9583164034725673,505.62246,0.5002,-4.21872,-0.00015,-0.38329,75,-3.55866,158.42368,80.7293,957.16067,0.0009887,0.94634,24.99486,80.74376,493.75,97.65,8.53044,16.53186,11.61339,1.71214,7.705647081359596,0.11577981241954963,1.3090288978672489,51.31086614635872,0.06509197237532974
6i_R_bp5,59,149.0,582.48935,-0.236824,-0.164833,0.071991,3878.2768,7930.9499,9503.6325,15.136,8.768,8.648,12.646,17.072,0.4449773236720012,0.9735401459854013,1.579774,6.912858,7.691274,13.06,14.97,6.12,5.34,9.872499999999999,4.206229754780402,446.68296,0.519,-3.80465,-6e-05,-0.49096,59,-20.75342,166.99303,82.92001,1385.91937,0.02487674,34.47716,32.0145,83.17677,429.73,96.2,8.79413,17.19907,11.8292,1.98338,8.082825867143516,0.1501905033045431,1.3660482744908424,69.24916360637071,0.10123989778638766
6e_R_bp1,63,169.0,668.46637,-0.232876,-0.162227,0.07065,5275.9396,8508.365,11039.994,14.887,8.644,9.511,12.762,16.81,0.4301102781260394,0.9723507635354002,1.604166,6.733176,5.596609,17.85,14.96,6.23,4.55,10.8975,5.632882809894061,477.08506,0.5057,-3.97249,-3e-05,-0.41935,63,4.75345,156.38631,79.17604,1082.24467,0.0,0.0,28.26759,79.17604,474.19,99.39,8.68416,17.37241,12.32116,3.13016,8.143014155852468,0.11274189494847235,1.336087464064096,41.55324237626464,0.07485550230170479
2h_S_bp4,69,163.0,632.58801,-0.235266,-0.148891,0.086375,6079.3206,9976.4274,14141.543,17.79,10.095,8.44,15.113,19.668,0.4550565697230513,0.9741456166419018,1.290137,5.677206,4.045481,13.14,14.19,6.87,6.33,10.132499999999999,3.5570800876561663,509.88622,0.4923,-3.65366,-5e-05,-0.41299,69,-6.73789,161.292,75.21151,880.67046,0.00364349,3.20871,23.83022,75.25367,496.9,97.45,8.63372,16.77667,11.54292,1.92833,9.232306137027873,0.1449385085667066,1.4139899802897322,140.46614682810133,0.13936944634390974
3e_S_bp3,75,175.0,680.56165,-0.237592,-0.153065,0.084527,4437.8392,9660.7391,10665.239,15.065,8.732,9.986,11.977,16.384,0.4272563694682765,0.9381584974805315,1.464963,6.797699,7.224679,16.93,14.9,9.86,11.51,13.299999999999999,2.773742958530945,525.07636,0.4858,-4.2318,-7e-05,-0.3425,75,-2.59689,174.09737,83.81194,1082.94745,0.00050689,0.54893,26.4955,83.81807,514.95,98.07,8.77724,17.61018,12.24967,2.9368,8.060481590326644,0.14787611383413254,1.3404842577746894,53.43084020230341,0.06286122786787779
4f_R_bp4,75,161.0,616.63006,-0.232623,-0.150997,0.081627,4675.1404,7655.7319,9457.9441,13.802,8.101,10.281,12.635,15.882,0.4093509974740966,0.9802493519318601,1.797887,7.791726,5.338929,5.41,13.27,4.72,10.23,8.407499999999999,3.5195196760353533,506.17251,0.4995,-3.93075,-6e-05,-0.37923,75,-7.212,156.36043,78.62644,784.10926,0.00482252,3.78138,21.58365,78.67626,492.54,97.31,8.54901,16.54517,11.59569,1.67373,7.943118560708857,0.10301062685606129,1.2984932325176983,26.632464985893886,0.04584365307237172
1e_R_bp2,51,143.0,568.34872,-0.237527,-0.160348,0.077179,3755.1077,5851.3646,6697.2689,12.76,7.58,9.92,10.814,13.782,0.39929308146946335,0.9091029023746702,1.516123,6.539608,7.887735,18.07,16.58,8.57,5.59,12.2025,5.256193370681866,401.34558,0.527,-4.42414,-0.00016,-0.47471,51,0.65471,183.07199,87.97303,1587.22361,0.0,0.0,33.5539,87.97303,394.18,98.22,8.79886,17.59351,12.58701,3.63314,7.15684103507647,0.07385856292572889,1.3073900874896567,45.77466880611511,0.030253832466486184
2g_R_bp1,89,183.0,696.758,-0.230874,-0.142687,0.088187,6391.5809,11038.058,14878.082,17.629,10.015,9.872,15.233,19.209,0.4334747483865144,0.9590114827758361,1.65791,7.055635,2.696524,14.99,14.69,13.93,7.13,12.685,3.2303676261379293,589.98486,0.4736,-3.70276,-4e-05,-0.31724,89,7.62336,152.06144,74.35054,537.58765,0.0,0.0,18.11042,74.35054,588.84,99.81,8.5886,16.29713,11.4813,1.51626,9.099109999086483,0.14107108300845686,1.3296001171801501,101.6294694303317,0.09429566178754581
2c_R_bp4,65,167.0,653.43506,-0.234284,-0.150841,0.083443,5760.288,10407.117,14049.023,17.789,10.094,8.903,14.377,19.556,0.45653188906527226,0.9686942738260353,1.210052,5.901531,5.988082,13.74,14.79,6.65,13.95,12.282499999999999,3.2755715150184095,496.03101,0.4992,-3.57717,-1e-05,-0.40187,65,-10.54752,167.17216,79.02034,961.86865,0.00878678,8.45173,25.01137,79.13788,475.27,95.81,8.63247,16.96199,11.63745,1.90699,9.08673061307505,0.15280409233024783,1.392729173129635,90.83282534052086,0.1273739256400739
3e_R_Me_R_bp4,81,183.0,708.61489,-0.237649,-0.149461,0.088187,5799.8337,9314.663,11678.288,14.854,8.627,9.476,13.44,16.47,0.41816889249987305,0.954561261156833,1.532093,6.824742,6.481414,43.15,20.88,4.62,5.36,18.5025,15.641298499485265,559.54942,0.4735,-4.41273,-6e-05,-0.31653,81,-8.74218,155.52006,81.49916,946.13818,0.00694401,6.56999,24.7516,81.5667,541.61,96.79,8.65015,17.47523,12.19163,2.74288,8.216557283463496,0.1022203290936477,1.3357888846606067,66.03476760735374,0.06812970324696005
4c_S_bp3,57,153.0,601.36035,-0.231207,-0.157585,0.073621,3767.7731,7269.9306,8175.7606,14.114,8.257,9.332,10.674,16.16,0.44682851296798104,0.9785636429696016,1.555661,6.116871,6.468975,13.98,12.16,5.67,5.07,9.22,3.90916231435841,439.90644,0.5251,-3.89225,-0.00032,-0.44855,57,-1.69328,162.03919,81.74385,1126.24977,0.00020229,0.22783,27.28566,81.74782,429.81,97.71,8.6987,16.73759,11.67275,2.02068,7.55303131799242,0.12142702947214577,1.3412017199636943,82.26486075756223,0.08494645539774552
6g_S_bp3,81,169.0,644.6833,-0.23301,-0.146052,0.086958,5441.419,7537.4214,9188.3241,14.649,8.525,10.677,12.489,15.891,0.40686688685766953,0.9320234604105572,2.023074,8.62436,6.297234,16.39,12.87,7.76,4.57,10.397499999999999,4.553555616219044,539.44368,0.4878,-3.90765,-0.00018,-0.34636,81,-0.0101,148.8386,79.81745,758.54984,0.0,0.0,21.41939,79.81745,532.02,98.62,8.70751,16.25581,11.56681,1.53043,7.8355160844766685,0.06192088814277073,1.2695373206328462,36.31857185872256,0.040232496422072626
3b_R_Me_S_bp2,75,159.0,608.5998,-0.233807,-0.147444,0.086363,4026.3782,7976.5191,9226.7753,14.918,8.659,10.054,11.58,16.941,0.43917044718081655,0.9782307425799744,1.485976,7.287613,8.093911,15.89,15.1,10.31,5.57,11.717500000000001,4.1419764304013125,507.80428,0.4885,-4.32316,-5e-05,-0.32075,75,-13.23953,159.79746,84.88188,1062.49506,0.01181857,12.55717,26.81149,85.08528,485.82,95.67,8.56721,17.30843,11.86894,2.30265,7.892086854182609,0.13399676971222232,1.3096350000891384,56.61962967443693,0.07516588869037777
2i_S_bp1,67,163.0,634.56406,-0.235018,-0.164512,0.070506,5727.0524,10241.331,14217.096,17.805,10.103,8.8,14.285,19.401,0.4566445417313938,0.960160348411363,1.412967,6.413813,5.556652,18.76,15.61,6.82,5.27,11.615000000000002,5.70662115441353,501.91918,0.4956,-3.75364,-1e-05,-0.44669,67,-7.66671,174.25293,77.35612,1128.34851,0.00423196,4.77512,27.06694,77.37981,495.62,98.74,8.77027,17.29653,11.731,1.97581,9.216124224261955,0.15930419933432924,1.4248633650405347,97.20798257340353,0.12816527993266863
4g_R_bp4,81,169.0,644.6833,-0.230322,-0.147743,0.082579,5175.1506,8136.9333,10034.42,14.418,8.409,10.001,13.493,16.268,0.4091343493788039,0.9672969437507433,1.848503,7.55144,4.263573,3.53,12.73,9.37,6.61,8.06,3.3966306834862103,541.04781,0.4864,-4.01379,-0.00016,-0.34887,81,-5.52318,152.42958,76.35356,695.77348,0.00372492,2.5917,20.12344,76.37421,530.85,98.12,8.51279,16.42375,11.51331,1.57668,8.04126295174867,0.09289767107098731,1.2876054454224515,49.97537898618225,0.05411272461896719
3e_R_Me_R_bp3,81,183.0,708.61489,-0.23512,-0.154063,0.081057,4940.4064,9706.2676,10653.594,14.876,8.638,10.636,11.983,16.342,0.41944508611175274,0.9459365593887473,1.581004,7.18328,8.104409,15.74,14.98,8.95,5.99,11.415000000000001,4.090284219953425,558.81246,0.4743,-4.33379,-7e-05,-0.3114,81,-8.66876,164.35244,84.32053,1125.52035,0.00557577,6.27564,27.58614,84.38848,542.05,97.0,8.65526,17.38581,12.20191,2.76549,7.9844142169191485,0.12116961505292144,1.3011097734422454,90.61480217200389,0.05095073826818862
4c_R_bp4,57,153.0,601.36035,-0.234116,-0.157874,0.076242,4291.1192,7075.5026,8800.8303,13.726,8.063,9.192,12.098,16.028,0.4294978294656734,0.9939228574972093,1.410475,6.433402,5.991985,16.64,16.85,5.43,4.24,10.790000000000001,5.970305687316187,440.75406,0.5237,-3.85118,-3e-05,-0.4558,57,-11.26326,161.05576,79.96257,1031.6754,0.00894808,9.23151,26.0644,80.11987,419.73,95.23,8.57166,16.77575,11.6707,2.0221,7.738280563011707,0.10644424106957717,1.3282018262297428,92.81199278191897,0.07239410633024881
